,streetname_nl,house_number,municipality_name_nl,postcode
1615103,Nieuwstraat,6,Essen,2910
1668757,Stationsstraat,123,Essen,2910
1669099,Sint-Jansstraat,5,Essen,2910
1669664,Nieuwstraat,59,Essen,2910
1670359,Over d'Aa,10,Essen,2910
1671373,Beliestraat,79,Essen,2910
1671686,Stationsstraat,68,Essen,2910
1693498,Stationsstraat,68,Essen,2910
1729397,Heuvelplein,9,Essen,2910
1730143,Nieuwstraat,30,Essen,2910
1730312,Stationsstraat,16,Essen,2910
1730667,Nieuwstraat,79,Essen,2910
1731014,Beliestraat,2C,Essen,2910
1732977,Moerkantsebaan,259,Essen,2910
1741456,Beliestraat,150,Essen,2910
1741844,Stationsstraat,158,Essen,2910
1742146,Hofstraat,42,Essen,2910
1767437,Molenstraat,10,Essen,2910
1767511,Paviljoenweg,12,Essen,2910
1767619,Schanker,70,Essen,2910
1767642,Heikantstraat,93,Essen,2910
1767991,Spijker,105,Essen,2910
1768311,Stationsstraat,75,Essen,2910
1768477,dr. Jef Goossenaertsstraat,16,Essen,2910
1768723,Moerkantsebaan,264,Essen,2910
1768904,Stationsstraat,90,Essen,2910
1815124,Moerkantsebaan,262A,Essen,2910
1815125,Moerkantsebaan,262A,Essen,2910
1815126,Moerkantsebaan,264A,Essen,2910
1815263,Spillebeekweg,1,Essen,2910
1815264,Spillebeekweg,1,Essen,2910
1815268,Spillebeekweg,1A,Essen,2910
1815283,Spillebeekweg,3,Essen,2910
1815284,Spillebeekweg,3,Essen,2910
1815289,Spillebeekweg,3A,Essen,2910
1826139,Nieuwstraat,30,Essen,2910
1826148,Nieuwstraat,107,Essen,2910
1826843,Burgem. Dierckxsensstraat,13,Essen,2910
1828210,Wijngaardstraat,11,Essen,2910
1832468,Stationsstraat,56,Essen,2910
1832628,Stationsstraat,25,Essen,2910
1832690,Stationsstraat,136,Essen,2910
1832943,Stationsstraat,184,Essen,2910
1832997,Stationsstraat,150,Essen,2910
1833290,Schoolstraat,11,Essen,2910
1833315,Stationsstraat,225,Essen,2910
1851018,Kloosterstraat,51,Essen,2910
1851019,Kloosterstraat,51,Essen,2910
1851020,Kloosterstraat,51,Essen,2910
1851021,Kloosterstraat,51,Essen,2910
1851022,Kloosterstraat,51,Essen,2910
1851023,Kloosterstraat,51,Essen,2910
1851741,Kapelstraat,29,Essen,2910
1851913,Burgem. Dierckxsensstraat,10,Essen,2910
1851914,Burgem. Dierckxsensstraat,10,Essen,2910
1853585,Kalmthoutsesteenweg,253,Essen,2910
1854134,Stationsstraat,237,Essen,2910
1854153,Sint-Jansstraat,19,Essen,2910
1854191,Stationsstraat,69,Essen,2910
1854193,Rijkmakerlaan,39,Essen,2910
1859996,Spijker,34,Essen,2910
1866002,Moerkantsebaan,259A,Essen,2910
1866278,Heuvelplein,32,Essen,2910
1866420,Spijker,81,Essen,2910
1866672,Sint-Jansstraat,17,Essen,2910
1866854,Rijkmakerlaan,20,Essen,2910
1884251,Karamelstraat,2A,Essen,2910
1884252,Karamelstraat,2A,Essen,2910
1884253,Karamelstraat,2B,Essen,2910
1884254,Karamelstraat,2B,Essen,2910
1884258,Karamelstraat,2C,Essen,2910
1884259,Karamelstraat,2C,Essen,2910
1884260,Karamelstraat,4A,Essen,2910
1884261,Karamelstraat,4A,Essen,2910
1884262,Karamelstraat,4B,Essen,2910
1884263,Karamelstraat,4B,Essen,2910
1884265,Karamelstraat,6A,Essen,2910
1884266,Karamelstraat,6A,Essen,2910
1884267,Karamelstraat,6B,Essen,2910
1884268,Karamelstraat,6C,Essen,2910
1884269,Karamelstraat,6B,Essen,2910
1884270,Karamelstraat,8A,Essen,2910
1884271,Karamelstraat,8A,Essen,2910
1884272,Karamelstraat,8B,Essen,2910
1884273,Karamelstraat,8B,Essen,2910
1884274,Karamelstraat,10A,Essen,2910
1884275,Karamelstraat,10A,Essen,2910
1884276,Karamelstraat,10B,Essen,2910
1884277,Karamelstraat,10B,Essen,2910
1884280,Nieuwstraat,95,Essen,2910
1884281,Nieuwstraat,95,Essen,2910
1884282,Nieuwstraat,95,Essen,2910
1884283,Nieuwstraat,95,Essen,2910
1884284,Nieuwstraat,95,Essen,2910
1884285,Nieuwstraat,95,Essen,2910
1885580,Stationsstraat,137,Essen,2910
1908821,Nieuwstraat,32,Essen,2910
1908822,Dreef,2,Essen,2910
1908823,Dreef,2,Essen,2910
1908824,Dreef,2,Essen,2910
1908825,Dreef,2,Essen,2910
1908826,Dreef,2,Essen,2910
1908827,Dreef,2,Essen,2910
1908828,Dreef,2,Essen,2910
1908829,Dreef,2,Essen,2910
1908832,Stationsstraat,58,Essen,2910
1908833,Stationsstraat,58,Essen,2910
1908834,Stationsstraat,58,Essen,2910
1909523,Ringweg,1,Essen,2910
1909524,Ringweg,1,Essen,2910
1909525,Ringweg,1,Essen,2910
1927533,Magnoliaplein,1,Essen,2910
1927534,Magnoliaplein,1,Essen,2910
1927542,Magnoliaplein,2,Essen,2910
1927543,Magnoliaplein,2,Essen,2910
1927545,Magnoliaplein,3,Essen,2910
1927546,Magnoliaplein,3,Essen,2910
1927547,Magnoliaplein,4,Essen,2910
1927548,Magnoliaplein,4,Essen,2910
1927549,Magnoliaplein,5,Essen,2910
1927550,Magnoliaplein,5,Essen,2910
1927551,Magnoliaplein,6,Essen,2910
1927552,Magnoliaplein,6,Essen,2910
1927553,Magnoliaplein,12,Essen,2910
1927554,Magnoliaplein,12,Essen,2910
1927555,Magnoliaplein,11,Essen,2910
1927556,Magnoliaplein,11,Essen,2910
1927557,Magnoliaplein,10,Essen,2910
1927558,Magnoliaplein,10,Essen,2910
1927559,Magnoliaplein,9,Essen,2910
1927560,Magnoliaplein,9,Essen,2910
1927561,Magnoliaplein,8,Essen,2910
1927562,Magnoliaplein,8,Essen,2910
1927563,Magnoliaplein,7,Essen,2910
1927564,Magnoliaplein,7,Essen,2910
1956998,Sint-Jansstraat,30C,Essen,2910
1956999,Sint-Jansstraat,30C,Essen,2910
1957000,Sint-Jansstraat,30B,Essen,2910
1957001,Sint-Jansstraat,30B,Essen,2910
1957002,Sint-Jansstraat,30A,Essen,2910
1957003,Sint-Jansstraat,30A,Essen,2910
1957004,Sint-Jansstraat,28C,Essen,2910
1957005,Sint-Jansstraat,28C,Essen,2910
1957006,Sint-Jansstraat,28B,Essen,2910
1957007,Sint-Jansstraat,28B,Essen,2910
1957008,Sint-Jansstraat,28D,Essen,2910
1969536,Beliestraat,2B,Essen,2910
1969537,Beliestraat,2B,Essen,2910
1969538,Beliestraat,2B,Essen,2910
1969539,Beliestraat,2A,Essen,2910
1969571,Stationsstraat,212,Essen,2910
1969572,Stationsstraat,212,Essen,2910
1969573,Stationsstraat,212,Essen,2910
1969574,Sint-Jansstraat,28A,Essen,2910
1969575,Sint-Jansstraat,28A,Essen,2910
1972292,Hemelrijk,77D,Essen,2910
1972293,Hemelrijk,77D,Essen,2910
1972294,Hemelrijk,77D,Essen,2910
1972295,Hemelrijk,77D,Essen,2910
1972296,Hemelrijk,77D,Essen,2910
1972297,Hemelrijk,77D,Essen,2910
1972298,Hemelrijk,77D,Essen,2910
1972299,Hemelrijk,77D,Essen,2910
1972300,Hemelrijk,77D,Essen,2910
1972301,Hemelrijk,77D,Essen,2910
1972305,Hemelrijk,77B,Essen,2910
1972306,Hemelrijk,77B,Essen,2910
1972307,Hemelrijk,77B,Essen,2910
1972308,Hemelrijk,77F,Essen,2910
1972309,Hemelrijk,77F,Essen,2910
1972310,Hemelrijk,77F,Essen,2910
1972311,Hemelrijk,77F,Essen,2910
1972312,Hemelrijk,77F,Essen,2910
1972313,Hemelrijk,77G,Essen,2910
1972314,Hemelrijk,77G,Essen,2910
1972315,Hemelrijk,77G,Essen,2910
1972316,Hemelrijk,77G,Essen,2910
1972317,Hemelrijk,77G,Essen,2910
1972318,Hemelrijk,77G,Essen,2910
1972319,Hemelrijk,77G,Essen,2910
1986279,Over d'Aa,172,Essen,2910
2009522,Stationsstraat,220,Essen,2910
2009523,Stationsstraat,220,Essen,2910
2009524,Stationsstraat,220,Essen,2910
2009525,Stationsstraat,218,Essen,2910
2009526,Stationsstraat,218,Essen,2910
2009527,Stationsstraat,218,Essen,2910
2009528,Stationsstraat,220A,Essen,2910
2009529,Stationsstraat,220A,Essen,2910
2009944,Nieuwstraat,98,Essen,2910
2009945,Nieuwstraat,98,Essen,2910
2009946,Nieuwstraat,98,Essen,2910
2010059,Hemelrijkweg,16A,Essen,2910
2010060,Hemelrijkweg,16A,Essen,2910
2010065,Hemelrijkweg,16B,Essen,2910
2010066,Hemelrijkweg,16B,Essen,2910
2010230,Over d'Aa,144,Essen,2910
2010231,Over d'Aa,144,Essen,2910
2021260,Nieuwmoersesteenweg,105,Essen,2910
2021379,Hemelrijk,77I,Essen,2910
2021380,Hemelrijk,77I,Essen,2910
2021381,Hemelrijk,77I,Essen,2910
2021382,Hemelrijk,77J,Essen,2910
2021383,Hemelrijk,77J,Essen,2910
2021384,Hemelrijk,77J,Essen,2910
2021385,Hemelrijk,77J,Essen,2910
2021386,Hemelrijk,77J,Essen,2910
2021387,Hemelrijk,77J,Essen,2910
2021388,Hemelrijk,77J,Essen,2910
2021389,Hemelrijk,77D,Essen,2910
2021390,Hemelrijk,77D,Essen,2910
2021391,Hemelrijk,77D,Essen,2910
2021392,Hemelrijk,77D,Essen,2910
2021393,Hemelrijk,77D,Essen,2910
2021394,Hemelrijk,77D,Essen,2910
2021395,Hemelrijk,77D,Essen,2910
2021396,Hemelrijk,77D,Essen,2910
2021397,Hemelrijk,77D,Essen,2910
2021421,Hemelrijk,77E,Essen,2910
2021422,Hemelrijk,77E,Essen,2910
2021423,Hemelrijk,77E,Essen,2910
2021424,Hemelrijk,77E,Essen,2910
2021425,Hemelrijk,77E,Essen,2910
2021426,Hemelrijk,77E,Essen,2910
2021427,Hemelrijk,77E,Essen,2910
2021428,Hemelrijk,77E,Essen,2910
2021429,Hemelrijk,77E,Essen,2910
2021430,Hemelrijk,77E,Essen,2910
2021431,Hemelrijk,77C,Essen,2910
2021432,Hemelrijk,77C,Essen,2910
2021433,Hemelrijk,77C,Essen,2910
2021434,Hemelrijk,77C,Essen,2910
2021435,Hemelrijk,77C,Essen,2910
2021436,Hemelrijk,77H,Essen,2910
2021437,Hemelrijk,77H,Essen,2910
2044002,Veldweg,26A,Essen,2910
2044003,Veldweg,26A,Essen,2910
2047953,Stationsstraat,9,Essen,2910
2047954,Stationsstraat,9,Essen,2910
2047955,Stationsstraat,11,Essen,2910
2047956,Stationsstraat,11,Essen,2910
2047957,Stationsstraat,5A,Essen,2910
2047958,Stationsstraat,5B,Essen,2910
2047959,Stationsstraat,3,Essen,2910
2051961,Hemelrijk,77F,Essen,2910
2051962,Hemelrijk,77F,Essen,2910
2051963,Hemelrijk,77F,Essen,2910
2051964,Hemelrijk,77F,Essen,2910
2051965,Hemelrijk,77F,Essen,2910
2051966,Hemelrijk,77B,Essen,2910
2051967,Hemelrijk,77B,Essen,2910
2051968,Hemelrijk,77B,Essen,2910
2058907,Rijkmakerlaan,10,Essen,2910
2058908,Rijkmakerlaan,10,Essen,2910
2058909,Rijkmakerlaan,10,Essen,2910
2058910,Rijkmakerlaan,10,Essen,2910
2058911,Rijkmakerlaan,8,Essen,2910
2058912,Rijkmakerlaan,8,Essen,2910
2058913,Rijkmakerlaan,8,Essen,2910
2058914,Rijkmakerlaan,8,Essen,2910
2058915,Rijkmakerlaan,6,Essen,2910
2058916,Rijkmakerlaan,6,Essen,2910
2058917,Rijkmakerlaan,6,Essen,2910
2058918,Rijkmakerlaan,6,Essen,2910
2061467,Stationsstraat,55,Essen,2910
2066960,Beliestraat,16,Essen,2910
2066961,Beliestraat,16,Essen,2910
2066962,Beliestraat,16,Essen,2910
2066963,Beliestraat,16,Essen,2910
2066964,Beliestraat,14,Essen,2910
2066965,Beliestraat,14,Essen,2910
2066966,Beliestraat,14,Essen,2910
2066967,Beliestraat,14,Essen,2910
2066968,Beliestraat,14,Essen,2910
2066969,Beliestraat,14,Essen,2910
2069386,Stationsstraat,53A,Essen,2910
2069387,Stationsstraat,53A,Essen,2910
2069388,Stationsstraat,53B,Essen,2910
2073862,Over d'Aa,152,Essen,2910
2073894,Nieuwstraat,102,Essen,2910
2074700,Moerkantsebaan,256,Essen,2910
2074987,Nieuwe Heikant,32,Essen,2910
2075063,Schoolstraat,11,Essen,2910
2075149,Moerkantsebaan,295,Essen,2910
2091765,Spijker,79,Essen,2910
2091853,Stationsstraat,68,Essen,2910
2105379,Statievelden,19,Essen,2910
2105700,Stationsstraat,122,Essen,2910
2120926,Nieuwstraat,102,Essen,2910
2121365,Sint-Jansstraat,160,Essen,2910
2135132,Antwerpsesteenweg,57,Essen,2910
2135133,Antwerpsesteenweg,57,Essen,2910
2135134,Antwerpsesteenweg,57,Essen,2910
2135135,Antwerpsesteenweg,57,Essen,2910
2135136,Antwerpsesteenweg,57,Essen,2910
2135137,Antwerpsesteenweg,57,Essen,2910
2135138,Antwerpsesteenweg,57,Essen,2910
2135139,Antwerpsesteenweg,57,Essen,2910
2135140,Antwerpsesteenweg,57,Essen,2910
2135141,Antwerpsesteenweg,57,Essen,2910
2135142,Antwerpsesteenweg,57,Essen,2910
2135143,Antwerpsesteenweg,57,Essen,2910
2135144,Antwerpsesteenweg,57,Essen,2910
2135145,Antwerpsesteenweg,57,Essen,2910
2135146,Antwerpsesteenweg,57,Essen,2910
2135147,Antwerpsesteenweg,57,Essen,2910
2135148,Antwerpsesteenweg,57,Essen,2910
2136004,Sint-Jansstraat,45,Essen,2910
2136193,Over d'Aa,154,Essen,2910
2136561,Heuvelplein,31,Essen,2910
2137005,Nieuwstraat,111,Essen,2910
2138447,Antwerpsesteenweg,59,Essen,2910
2138448,Antwerpsesteenweg,59,Essen,2910
2138449,Antwerpsesteenweg,59,Essen,2910
2138450,Antwerpsesteenweg,59,Essen,2910
2138451,Antwerpsesteenweg,59,Essen,2910
2138452,Antwerpsesteenweg,59,Essen,2910
2139119,Lonkaplein,3,Essen,2910
2139120,Lonkaplein,3,Essen,2910
2139121,Lonkaplein,3,Essen,2910
2139125,Lonkaplein,4,Essen,2910
2139126,Lonkaplein,4,Essen,2910
2139127,Lonkaplein,4,Essen,2910
2139128,Lonkaplein,5,Essen,2910
2139129,Lonkaplein,5,Essen,2910
2139130,Lonkaplein,5,Essen,2910
2139131,Lonkaplein,5,Essen,2910
2139339,Lonkaplein,2,Essen,2910
2139340,Lonkaplein,2,Essen,2910
2139341,Lonkaplein,2,Essen,2910
2139342,Lonkaplein,2,Essen,2910
2140050,Handelsstraat,40,Essen,2910
2140051,Handelsstraat,40,Essen,2910
2140052,Handelsstraat,40,Essen,2910
2140090,Handelsstraat,51,Essen,2910
2140091,Handelsstraat,51,Essen,2910
2140092,Handelsstraat,52,Essen,2910
2140093,Handelsstraat,52,Essen,2910
2140100,Handelsstraat,53,Essen,2910
2140297,Nieuwstraat,86,Essen,2910
2140298,Nieuwstraat,86,Essen,2910
2140400,Beliestraat,98,Essen,2910
2140401,Beliestraat,98,Essen,2910
2140402,Beliestraat,100,Essen,2910
2140403,Beliestraat,100,Essen,2910
2141456,Witzenbergstraat,2,Essen,2910
2141457,Witzenbergstraat,2,Essen,2910
2141458,Witzenbergstraat,4,Essen,2910
2141459,Witzenbergstraat,4,Essen,2910
2141460,Witzenbergstraat,6,Essen,2910
2141461,Witzenbergstraat,6,Essen,2910
2141462,Witzenbergstraat,8,Essen,2910
2141463,Witzenbergstraat,8,Essen,2910
2141464,Witzenbergstraat,10,Essen,2910
2141465,Witzenbergstraat,10,Essen,2910
2141466,Witzenbergstraat,12,Essen,2910
2141467,Witzenbergstraat,12,Essen,2910
2141826,Beliestraat,1,Essen,2910
2141827,Beliestraat,18,Essen,2910
2142159,Beliestraat,10,Essen,2910
2142160,Beliestraat,10,Essen,2910
2142186,Beliestraat,22,Essen,2910
2142202,Beliestraat,26,Essen,2910
2142203,Beliestraat,26,Essen,2910
2142375,Beliestraat,156,Essen,2910
2142376,Beliestraat,156,Essen,2910
2142377,Beliestraat,158,Essen,2910
2142378,Beliestraat,158,Essen,2910
2142379,Beliestraat,158,Essen,2910
2142380,Beliestraat,158,Essen,2910
2142381,Beliestraat,158,Essen,2910
2142382,Beliestraat,158,Essen,2910
2142383,Beliestraat,3,Essen,2910
2142384,Beliestraat,3,Essen,2910
2142385,Beliestraat,3,Essen,2910
2142391,Beliestraat,168,Essen,2910
2142392,Beliestraat,168,Essen,2910
2142393,Beliestraat,168,Essen,2910
2142396,Beylestraat,18,Essen,2910
2142397,Beylestraat,18,Essen,2910
2142398,Beylestraat,18,Essen,2910
2142399,Beylestraat,18,Essen,2910
2142400,Beylestraat,18,Essen,2910
2142401,Beylestraat,18,Essen,2910
2142402,Beylestraat,18,Essen,2910
2142403,Beylestraat,18,Essen,2910
2142408,Bredestraat,7,Essen,2910
2142409,Bredestraat,7,Essen,2910
2142410,Burgemeester Kenisstraat,12,Essen,2910
2142828,Beliestraat,23,Essen,2910
2143327,Frans Noldusplein,1,Essen,2910
2143328,Frans Noldusplein,3,Essen,2910
2143329,Frans Noldusplein,3,Essen,2910
2143330,Frans Noldusplein,5,Essen,2910
2143331,Frans Noldusplein,5,Essen,2910
2143332,Frans Noldusplein,7,Essen,2910
2143334,Frans Noldusplein,6,Essen,2910
2143335,Frans Noldusplein,6,Essen,2910
2143336,Frans Noldusplein,6,Essen,2910
2143337,Frans Noldusplein,6,Essen,2910
2143338,Frans Noldusplein,6,Essen,2910
2143339,Frans Noldusplein,8,Essen,2910
2143340,Frans Noldusplein,8,Essen,2910
2143341,Frans Noldusplein,10,Essen,2910
2143342,Frans Noldusplein,10,Essen,2910
2143343,Frans Noldusplein,12,Essen,2910
2143344,Frans Noldusplein,12,Essen,2910
2143345,Frans Noldusplein,14,Essen,2910
2143346,Frans Noldusplein,14,Essen,2910
2143347,Frans Noldusplein,16,Essen,2910
2143348,Frans Noldusplein,16,Essen,2910
2143349,Frans Noldusplein,16,Essen,2910
2143350,Frans Noldusplein,16,Essen,2910
2143351,Frans Noldusplein,16,Essen,2910
2143361,Dreef,6,Essen,2910
2143362,Dreef,6,Essen,2910
2143363,Dreef,6,Essen,2910
2143368,Dreef,34,Essen,2910
2143369,Dreef,34,Essen,2910
2143370,Dreef,34,Essen,2910
2143371,Dreef,34,Essen,2910
2143375,Grensstraat,4,Essen,2910
2143621,Handelsstraat,10,Essen,2910
2143622,Handelsstraat,10,Essen,2910
2143623,Handelsstraat,11,Essen,2910
2143624,Handelsstraat,11,Essen,2910
2143625,Handelsstraat,11A,Essen,2910
2143626,Handelsstraat,11A,Essen,2910
2143627,Handelsstraat,1,Essen,2910
2143628,Handelsstraat,1,Essen,2910
2143629,Handelsstraat,1,Essen,2910
2143630,Stationsstraat,226,Essen,2910
2143631,Stationsstraat,226,Essen,2910
2143632,Stationsstraat,226,Essen,2910
2143633,Stationsstraat,226,Essen,2910
2143634,Stationsstraat,226,Essen,2910
2143635,Stationsstraat,226,Essen,2910
2143644,Stationsstraat,224,Essen,2910
2143645,Stationsstraat,224,Essen,2910
2143646,Stationsstraat,224,Essen,2910
2143647,Stationsstraat,224,Essen,2910
2143648,Stationsstraat,224,Essen,2910
2143649,Stationsstraat,224,Essen,2910
2143650,Stationsstraat,224,Essen,2910
2143651,Stationsstraat,214,Essen,2910
2143652,Stationsstraat,214,Essen,2910
2143653,Stationsstraat,214,Essen,2910
2143654,Stationsstraat,212,Essen,2910
2143655,Stationsstraat,212,Essen,2910
2143656,Stationsstraat,212,Essen,2910
2143657,Stationsstraat,210,Essen,2910
2143658,Stationsstraat,210,Essen,2910
2143659,Stationsstraat,210,Essen,2910
2143660,Stationsstraat,208,Essen,2910
2143661,Stationsstraat,208,Essen,2910
2143662,Stationsstraat,208,Essen,2910
2143678,Hemelrijklaan,49A,Essen,2910
2143679,Hemelrijklaan,49A,Essen,2910
2143680,Hemelrijklaan,49B,Essen,2910
2143681,Hemelrijklaan,49B,Essen,2910
2143682,Hemelrijklaan,49C,Essen,2910
2143683,Hemelrijklaan,49C,Essen,2910
2143747,Witzenbergstraat,1,Essen,2910
2143748,Witzenbergstraat,3,Essen,2910
2143749,Witzenbergstraat,5,Essen,2910
2143750,Witzenbergstraat,5,Essen,2910
2143751,Witzenbergstraat,7,Essen,2910
2143752,Witzenbergstraat,7,Essen,2910
2143753,Witzenbergstraat,9,Essen,2910
2143754,Witzenbergstraat,11,Essen,2910
2143755,Witzenbergstraat,13,Essen,2910
2143756,Witzenbergstraat,13,Essen,2910
2143757,Witzenbergstraat,15,Essen,2910
2143758,Witzenbergstraat,15,Essen,2910
2143759,Witzenbergstraat,17,Essen,2910
2143760,Witzenbergstraat,19,Essen,2910
2143761,Witzenbergstraat,21,Essen,2910
2143762,Witzenbergstraat,23,Essen,2910
2143763,Witzenbergstraat,25,Essen,2910
2143764,Witzenbergstraat,25,Essen,2910
2143765,Witzenbergstraat,27,Essen,2910
2143766,Witzenbergstraat,27,Essen,2910
2143780,Witzenbergstraat,29,Essen,2910
2143781,Witzenbergstraat,31,Essen,2910
2143782,Witzenbergstraat,33,Essen,2910
2143783,Witzenbergstraat,35,Essen,2910
2143785,Witzenbergstraat,37,Essen,2910
2143786,Witzenbergstraat,37,Essen,2910
2143787,Witzenbergstraat,39,Essen,2910
2143788,Witzenbergstraat,39,Essen,2910
2143789,Witzenbergstraat,41,Essen,2910
2143790,Witzenbergstraat,43,Essen,2910
2144128,Heikantvenstraat,40,Essen,2910
2144537,Hemelrijklaan,53,Essen,2910
2144538,Hemelrijklaan,53,Essen,2910
2144539,Hemelrijklaan,53,Essen,2910
2144540,Hemelrijklaan,53,Essen,2910
2145061,Hondsberg,48,Essen,2910
2145062,Hondsberg,48,Essen,2910
2145063,Hondsberg,48,Essen,2910
2145064,Hondsberg,54,Essen,2910
2145065,Hondsberg,54,Essen,2910
2145066,Hondsberg,54,Essen,2910
2145067,Hondsberg,54,Essen,2910
2145071,Hondsberg,56,Essen,2910
2145072,Hondsberg,56,Essen,2910
2145076,Hondsberg,58,Essen,2910
2145077,Hondsberg,58,Essen,2910
2145078,Hondsberg,60,Essen,2910
2145079,Hondsberg,60,Essen,2910
2145086,Horendonk,259,Essen,2910
2145087,Horendonk,259,Essen,2910
2145088,Horendonk,259,Essen,2910
2145089,Horendonk,259,Essen,2910
2145090,Horendonk,259,Essen,2910
2145091,Horendonk,259,Essen,2910
2145093,Horendonk,284,Essen,2910
2145094,Horendonk,284,Essen,2910
2145298,Kalmthoutsesteenweg,155,Essen,2910
2145299,Kalmthoutsesteenweg,155,Essen,2910
2145317,Kammenstraat,13,Essen,2910
2145318,Kammenstraat,13,Essen,2910
2145319,Kammenstraat,13,Essen,2910
2145320,Kammenstraat,13,Essen,2910
2145321,Kammenstraat,13,Essen,2910
2145322,Kammenstraat,13,Essen,2910
2145323,Kammenstraat,15,Essen,2910
2145324,Kammenstraat,15,Essen,2910
2145325,Kammenstraat,17,Essen,2910
2145326,Kammenstraat,17,Essen,2910
2145327,Kammenstraat,19,Essen,2910
2145328,Kammenstraat,19,Essen,2910
2145329,Kammenstraat,19,Essen,2910
2145330,Kammenstraat,19,Essen,2910
2145499,Kapelstraat,1,Essen,2910
2145500,Kapelstraat,1,Essen,2910
2145501,Kapelstraat,1,Essen,2910
2145502,Kapelstraat,1,Essen,2910
2145503,Kapelstraat,28,Essen,2910
2145511,Kapelstraat,38,Essen,2910
2145512,Kapelstraat,38,Essen,2910
2145513,Kapelstraat,38,Essen,2910
2145514,Kapelstraat,60,Essen,2910
2145515,Kapelstraat,60,Essen,2910
2145516,Kapelstraat,60,Essen,2910
2145517,Kapelstraat,60,Essen,2910
2145518,Kapelstraat,62,Essen,2910
2145519,Kapelstraat,62,Essen,2910
2145520,Kapelstraat,62,Essen,2910
2145521,Kapelstraat,60,Essen,2910
2145634,Kammenstraat,57,Essen,2910
2145641,Kerkeneind,3,Essen,2910
2145642,Kerkeneind,3,Essen,2910
2145643,Kerkeneind,3,Essen,2910
2145644,Kerkeneind,3,Essen,2910
2145645,Kerkeneind,3,Essen,2910
2145646,Kerkeneind,3,Essen,2910
2145647,Kerkeneind,5,Essen,2910
2145648,Kerkeneind,5,Essen,2910
2145649,Kerkeneind,5,Essen,2910
2145650,Kerkeneind,5,Essen,2910
2145651,Kerkeneind,5,Essen,2910
2145652,Kerkeneind,5,Essen,2910
2145653,Kerkeneind,7,Essen,2910
2145654,Kerkeneind,7,Essen,2910
2145655,Kerkeneind,7,Essen,2910
2145656,Kerkeneind,7,Essen,2910
2145657,Kerkeneind,7,Essen,2910
2145658,Kerkeneind,7,Essen,2910
2145659,Kerkeneind,9,Essen,2910
2145660,Kerkeneind,9,Essen,2910
2145661,Kerkeneind,11,Essen,2910
2145662,Kerkeneind,11,Essen,2910
2145663,Kerkeneind,13,Essen,2910
2145664,Kerkeneind,13,Essen,2910
2145665,Kerkeneind,15,Essen,2910
2145666,Kerkeneind,15,Essen,2910
2145667,Kerkeneind,15,Essen,2910
2145668,Kerkhofweg,9,Essen,2910
2145669,Kerkhofweg,9,Essen,2910
2145670,Kerkhofweg,11,Essen,2910
2145671,Kerkhofweg,11,Essen,2910
2145672,Kerkhofweg,13,Essen,2910
2145673,Kerkhofweg,13,Essen,2910
2145674,Kerkhofweg,15,Essen,2910
2145675,Kerkhofweg,15,Essen,2910
2145683,Kerkstraat,1B,Essen,2910
2145684,Kerkstraat,1B,Essen,2910
2145685,Kerkstraat,1B,Essen,2910
2145817,Kerkstraat,1C,Essen,2910
2145818,Kerkstraat,1C,Essen,2910
2145819,Kerkstraat,1C,Essen,2910
2145820,Kerkstraat,1E,Essen,2910
2145821,Kerkstraat,1E,Essen,2910
2145825,Kerkstraat,28,Essen,2910
2145826,Kerkstraat,33,Essen,2910
2145827,Kerkstraat,33,Essen,2910
2145828,Kerkstraat,9,Essen,2910
2145829,Kerkstraat,9,Essen,2910
2145830,Kerkstraat,9,Essen,2910
2145831,Kerkstraat,9,Essen,2910
2145832,Kerkstraat,11,Essen,2910
2145833,Kerkstraat,11,Essen,2910
2145845,Kloosterstraat,14,Essen,2910
2145846,Kloosterstraat,14,Essen,2910
2145847,Kloosterstraat,14,Essen,2910
2145848,Kloosterstraat,14,Essen,2910
2145853,Kraaienberg,44,Essen,2910
2145857,Maststraat,23,Essen,2910
2145858,Maststraat,23,Essen,2910
2145875,Melkerijstraat,2,Essen,2910
2146034,Melkerijstraat,4,Essen,2910
2146035,Melkerijstraat,4,Essen,2910
2146036,Melkerijstraat,4,Essen,2910
2146037,Melkerijstraat,4,Essen,2910
2146038,Melkerijstraat,4,Essen,2910
2146039,Melkerijstraat,4,Essen,2910
2146040,Melkerijstraat,4,Essen,2910
2146041,Melkerijstraat,4,Essen,2910
2146042,Melkerijstraat,4,Essen,2910
2146043,Melkerijstraat,4,Essen,2910
2146044,Melkerijstraat,4,Essen,2910
2146045,Melkerijstraat,4,Essen,2910
2146046,Melkerijstraat,4,Essen,2910
2146047,Melkerijstraat,4,Essen,2910
2146048,Melkerijstraat,4,Essen,2910
2146049,Melkerijstraat,4,Essen,2910
2146050,Melkerijstraat,4,Essen,2910
2146051,Melkerijstraat,4,Essen,2910
2146060,Melkerijstraat,1,Essen,2910
2146845,Kapelstraat,15,Essen,2910
2146846,Kapelstraat,15,Essen,2910
2146847,Kapelstraat,15,Essen,2910
2146860,Kapelstraat,17,Essen,2910
2146861,Kapelstraat,17,Essen,2910
2146862,Kapelstraat,17,Essen,2910
2146863,Kapelstraat,19,Essen,2910
2146864,Kapelstraat,19,Essen,2910
2146865,Kapelstraat,19,Essen,2910
2146868,Kapelstraat,21,Essen,2910
2146869,Kapelstraat,21,Essen,2910
